                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.52992,                0.66538,                0.32953,                0.78853,                0.99888,                0.99882,                  0.995,                 0.8863,                0.99789,                0.99783,                0.99494,                 0.6934,                0.50938,                0.76907,                0.29721,                0.78056,             0.00063625,             0.00063625,             0.00063625
                     13,                0.52467,                 0.6624,                0.32988,                0.78925,                 0.9985,                0.99899,                  0.995,                0.88993,                 0.9984,                0.99723,                0.99484,                0.69654,                0.49403,                0.77445,                0.29658,                 0.7793,             0.00062918,             0.00062918,             0.00062918
                     14,                0.51819,                0.65784,                0.32237,                 0.7883,                0.99928,                0.99873,                  0.995,                0.89204,                0.99796,                0.99725,                0.99489,                0.70405,                0.49628,                0.71561,                0.28995,                0.77923,             0.00062211,             0.00062211,             0.00062211
                     15,                0.51597,                0.65441,                0.32087,                0.78759,                0.99896,                0.99869,                  0.995,                 0.8964,                0.99794,                0.99772,                0.99495,                 0.7095,                0.48333,                0.73761,                  0.287,                0.77767,             0.00061504,             0.00061504,             0.00061504
                     16,                0.51087,                0.64906,                0.31431,                0.78655,                0.99956,                0.99908,                  0.995,                0.89403,                0.99844,                0.99781,                0.99495,                0.70123,                0.49232,                0.72322,                0.28808,                0.77856,             0.00060797,             0.00060797,             0.00060797
                     17,                0.50574,                0.64046,                0.31137,                0.78577,                0.99914,                0.99932,                  0.995,                0.89289,                0.99783,                0.99726,                0.99493,                0.69519,                0.48799,                0.74148,                0.28177,                0.77891,              0.0006009,              0.0006009,              0.0006009
                     18,                0.49741,                0.63943,                0.30569,                0.78449,                0.99931,                0.99902,                  0.995,                0.89212,                0.99852,                0.99754,                0.99491,                0.69837,                0.49027,                0.75121,                0.28215,                0.77931,             0.00059383,             0.00059383,             0.00059383
                     19,                0.49841,                0.63645,                0.30625,                0.78544,                 0.9992,                0.99956,                  0.995,                0.89277,                0.99807,                0.99875,                0.99495,                0.69947,                0.49145,                0.73323,                0.28094,                0.77882,             0.00058677,             0.00058677,             0.00058677
                     20,                0.49333,                0.63257,                0.30427,                0.78514,                 0.9992,                0.99922,                  0.995,                0.89438,                0.99817,                0.99748,                0.99495,                0.69952,                0.48936,                0.74947,                0.27877,                0.77891,              0.0005797,              0.0005797,              0.0005797
                     21,                0.49487,                0.62927,                0.29968,                0.78552,                0.99944,                0.99934,                  0.995,                0.90123,                0.99918,                0.99827,                0.99499,                0.69999,                0.47018,                0.74824,                0.27083,                0.77659,             0.00057263,             0.00057263,             0.00057263
                     22,                 0.4887,                0.62485,                0.29679,                0.78426,                0.99936,                0.99926,                  0.995,                0.90167,                0.99848,                0.99739,                0.99492,                0.70763,                 0.4744,                0.73278,                0.26855,                0.77712,             0.00056556,             0.00056556,             0.00056556
                     23,                0.48421,                0.62566,                0.29296,                0.78414,                0.99921,                0.99932,                  0.995,                0.90122,                0.99834,                0.99784,                0.99494,                0.70488,                0.46765,                0.75178,                0.26508,                0.77725,             0.00055849,             0.00055849,             0.00055849
                     24,                0.47963,                0.61676,                0.29107,                0.78422,                0.99834,                0.99942,                  0.995,                0.89796,                 0.9977,                0.99772,                0.99485,                0.69862,                0.48339,                0.73038,                 0.2716,                0.77772,             0.00055142,             0.00055142,             0.00055142
                     25,                0.48306,                 0.6211,                0.29151,                0.78381,                0.99934,                0.99921,                  0.995,                 0.8989,                0.99808,                0.99773,                0.99472,                0.69427,                0.48511,                0.76485,                0.26772,                0.77834,             0.00054435,             0.00054435,             0.00054435
                     26,                0.47688,                0.61311,                0.28685,                0.78367,                0.99861,                0.99955,                  0.995,                0.90352,                0.99814,                0.99765,                0.99493,                0.70351,                0.46805,                0.73604,                0.26239,                0.77681,             0.00053728,             0.00053728,             0.00053728
                     27,                0.47268,                0.60842,                0.28529,                0.78301,                0.99916,                0.99915,                  0.995,                0.90224,                0.99854,                0.99858,                0.99499,                0.71447,                0.46427,                0.69812,                0.26072,                0.77625,             0.00053022,             0.00053022,             0.00053022
                     28,                   0.47,                0.60423,                0.28415,                 0.7827,                0.99934,                0.99904,                  0.995,                0.90981,                0.99834,                0.99773,                0.99493,                0.71774,                0.44648,                0.71914,                0.25703,                0.77455,             0.00052315,             0.00052315,             0.00052315
                     29,                0.46878,                0.60738,                0.28413,                0.78265,                0.99954,                0.99907,                  0.995,                0.90087,                0.99834,                0.99782,                0.99485,                0.70313,                0.47611,                0.75226,                0.26063,                0.77787,             0.00051608,             0.00051608,             0.00051608
                     30,                0.46412,                0.60237,                0.27852,                0.78194,                0.99862,                0.99998,                  0.995,                0.90627,                0.99743,                0.99744,                0.99487,                0.71167,                0.45887,                0.72509,                0.25485,                0.77552,             0.00050901,             0.00050901,             0.00050901
                     31,                0.46347,                0.60183,                0.27879,                0.78271,                0.99936,                0.99949,                  0.995,                0.90694,                0.99848,                0.99833,                0.99487,                0.71429,                0.45764,                0.71625,                0.25333,                0.77546,             0.00050194,             0.00050194,             0.00050194
                     32,                0.46085,                 0.5968,                0.27609,                0.78137,                0.99939,                0.99901,                  0.995,                0.90722,                0.99844,                0.99723,                0.99486,                0.70824,                0.45612,                0.75755,                 0.2498,                0.77521,             0.00049487,             0.00049487,             0.00049487
                     33,                0.45779,                0.59941,                0.27337,                0.78117,                0.99922,                0.99914,                  0.995,                0.90397,                0.99825,                0.99783,                0.99491,                0.70359,                0.46291,                0.74111,                0.25296,                0.77631,              0.0004878,              0.0004878,              0.0004878
                     34,                0.45836,                0.59381,                0.27489,                0.78148,                0.99899,                0.99912,                  0.995,                0.91188,                0.99754,                0.99762,                0.99491,                 0.7179,                0.43977,                0.70711,                 0.2492,                0.77404,             0.00048074,             0.00048074,             0.00048074
                     35,                0.45441,                0.59606,                0.27128,                0.78202,                0.99912,                0.99919,                  0.995,                 0.9134,                0.99829,                0.99812,                0.99491,                0.71909,                0.43705,                0.69651,                0.24321,                0.77432,             0.00047367,             0.00047367,             0.00047367
                     36,                0.45189,                 0.5888,                0.27008,                0.78068,                0.99923,                0.99947,                  0.995,                0.91277,                 0.9988,                0.99797,                0.99491,                0.72499,                0.44219,                0.68835,                0.24613,                0.77435,              0.0004666,              0.0004666,              0.0004666
                     37,                0.45047,                0.58724,                 0.2694,                0.78146,                0.99897,                0.99892,                  0.995,                0.91425,                0.99779,                0.99808,                0.99494,                 0.7177,                0.43842,                0.72454,                0.24422,                0.77405,             0.00045953,             0.00045953,             0.00045953
                     38,                0.44974,                0.58622,                0.26747,                 0.7807,                0.99935,                0.99903,                  0.995,                0.91499,                0.99848,                0.99802,                 0.9949,                0.72226,                  0.431,                0.70175,                0.24036,                 0.7735,             0.00045246,             0.00045246,             0.00045246
                     39,                0.44815,                0.58967,                0.26815,                0.78034,                0.99907,                 0.9996,                  0.995,                0.91442,                0.99789,                0.99838,                0.99486,                0.71667,                0.43488,                 0.6997,                0.24011,                0.77382,             0.00044539,             0.00044539,             0.00044539
                     40,                0.44789,                0.58808,                 0.2658,                0.78118,                0.99914,                0.99892,                  0.995,                0.91137,                0.99795,                0.99772,                0.99485,                0.71067,                0.44284,                0.73269,                0.24092,                0.77448,             0.00043832,             0.00043832,             0.00043832
                     41,                0.44381,                0.58171,                 0.2646,                0.77969,                0.99866,                0.99981,                  0.995,                0.91169,                0.99827,                0.99789,                0.99493,                0.71736,                0.44198,                0.69681,                0.24285,                0.77393,             0.00043126,             0.00043126,             0.00043126
                     42,                0.44359,                0.58118,                0.26331,                0.77965,                 0.9992,                 0.9995,                  0.995,                0.91551,                0.99813,                  0.998,                0.99489,                0.72259,                0.43172,                0.67871,                0.23632,                0.77295,             0.00042419,             0.00042419,             0.00042419
                     43,                0.44005,                0.57952,                0.26249,                 0.7796,                0.99908,                0.99954,                  0.995,                0.91419,                 0.9984,                0.99799,                 0.9949,                0.71909,                 0.4356,                0.71377,                0.23865,                 0.7736,             0.00041712,             0.00041712,             0.00041712
                     44,                0.43695,                 0.5765,                0.25973,                0.77927,                0.99909,                0.99955,                  0.995,                0.91585,                0.99814,                0.99828,                 0.9949,                0.71876,                0.42831,                0.70739,                0.23631,                0.77271,             0.00041005,             0.00041005,             0.00041005
                     45,                0.43639,                0.57428,                0.25974,                0.77989,                0.99964,                0.99933,                  0.995,                0.91454,                0.99869,                0.99828,                0.99489,                0.72037,                0.43187,                 0.7028,                0.23657,                0.77319,             0.00040298,             0.00040298,             0.00040298
                     46,                0.43549,                 0.5782,                0.25762,                0.77933,                 0.9996,                0.99954,                  0.995,                0.91684,                0.99849,                0.99842,                0.99472,                 0.7205,                0.42626,                0.70974,                0.23282,                0.77319,             0.00039591,             0.00039591,             0.00039591
                     47,                0.43584,                 0.5718,                0.25709,                0.77865,                0.99916,                0.99957,                  0.995,                 0.9171,                0.99814,                 0.9982,                0.99486,                0.71721,                0.42532,                0.72454,                0.23224,                0.77292,             0.00038884,             0.00038884,             0.00038884
                     48,                0.43284,                 0.5729,                0.25618,                0.77844,                 0.9992,                0.99953,                  0.995,                0.91374,                0.99823,                0.99851,                0.99485,                0.71551,                0.43531,                0.70059,                0.23465,                0.77375,             0.00038178,             0.00038178,             0.00038178
                     49,                0.43078,                0.57039,                0.25514,                0.77889,                0.99917,                0.99943,                  0.995,                0.91952,                0.99783,                0.99762,                 0.9948,                 0.7218,                0.41986,                 0.7146,                0.22973,                0.77293,             0.00037471,             0.00037471,             0.00037471
                     50,                0.42734,                  0.567,                0.25234,                0.77822,                0.99918,                0.99956,                  0.995,                0.91579,                0.99787,                0.99821,                0.99488,                0.71647,                0.43084,                0.70927,                0.23136,                0.77347,             0.00036764,             0.00036764,             0.00036764
                     51,                0.42794,                0.56408,                0.25232,                0.77906,                0.99934,                0.99938,                  0.995,                0.91461,                0.99796,                  0.998,                0.99482,                0.71732,                0.43488,                0.70433,                0.23089,                0.77357,             0.00036057,             0.00036057,             0.00036057
                     52,                0.42562,                0.56254,                0.25106,                 0.7781,                0.99943,                0.99949,                  0.995,                0.91729,                0.99839,                0.99838,                0.99487,                0.72013,                0.42448,                0.72236,                 0.2288,                0.77239,              0.0003535,              0.0003535,              0.0003535
                     53,                0.42222,                0.56513,                 0.2495,                0.77911,                0.99956,                0.99953,                  0.995,                0.91958,                0.99855,                0.99825,                0.99486,                0.72207,                0.42011,                0.69086,                0.22747,                0.77247,             0.00034643,             0.00034643,             0.00034643
                     54,                0.42373,                0.56821,                0.24966,                 0.7775,                0.99873,                0.99954,                  0.995,                0.91818,                0.99741,                0.99808,                0.99488,                0.71867,                0.42388,                0.71461,                0.22636,                0.77241,             0.00033936,             0.00033936,             0.00033936
                     55,                0.42027,                0.56078,                0.24853,                 0.7782,                0.99928,                0.99954,                  0.995,                0.91683,                 0.9984,                0.99818,                0.99487,                 0.7164,                0.42772,                0.70878,                0.22754,                0.77307,              0.0003323,              0.0003323,              0.0003323
                     56,                0.42054,                0.56141,                0.24861,                0.77733,                0.99933,                0.99942,                  0.995,                0.91855,                0.99857,                0.99849,                0.99489,                0.72149,                0.42716,                0.70466,                0.22817,                 0.7728,             0.00032523,             0.00032523,             0.00032523
                     57,                0.41965,                0.55844,                0.24601,                0.77771,                0.99906,                0.99958,                  0.995,                0.92203,                0.99822,                0.99849,                0.99489,                0.72722,                0.41578,                0.70365,                0.22499,                0.77173,             0.00031816,             0.00031816,             0.00031816
                     58,                0.41788,                0.55883,                0.24379,                0.77747,                0.99924,                 0.9994,                  0.995,                0.92028,                0.99847,                0.99852,                0.99489,                0.72334,                0.41671,                0.70215,                 0.2239,                0.77188,             0.00031109,             0.00031109,             0.00031109
                     59,                0.41297,                0.55569,                0.24292,                0.77717,                 0.9992,                0.99919,                  0.995,                0.92033,                0.99838,                0.99836,                 0.9949,                0.72289,                0.41743,                 0.6962,                0.22373,                0.77165,             0.00030402,             0.00030402,             0.00030402
                     60,                0.41299,                0.55737,                0.24239,                0.77846,                0.99925,                0.99941,                  0.995,                0.91866,                0.99848,                0.99858,                0.99487,                0.72334,                0.42237,                0.71118,                 0.2234,                0.77237,             0.00029695,             0.00029695,             0.00029695
                     61,                0.41142,                0.55548,                0.24114,                0.77725,                0.99918,                0.99942,                  0.995,                0.92079,                0.99826,                 0.9984,                0.99489,                0.72184,                0.41479,                0.70942,                0.22243,                0.77168,             0.00028988,             0.00028988,             0.00028988
                     62,                0.41142,                0.55432,                  0.241,                0.77755,                0.99928,                 0.9996,                  0.995,                0.91892,                0.99843,                0.99838,                0.99492,                0.71682,                0.42175,                0.70898,                 0.2222,                0.77225,             0.00028282,             0.00028282,             0.00028282
                     63,                0.41253,                0.55113,                 0.2414,                0.77726,                0.99916,                0.99948,                  0.995,                0.91997,                0.99831,                0.99856,                0.99489,                0.72341,                0.42004,                0.70271,                0.22148,                0.77207,             0.00027575,             0.00027575,             0.00027575
                     64,                0.40924,                0.54963,                0.23957,                0.77688,                0.99911,                0.99956,                  0.995,                0.91879,                0.99837,                0.99855,                0.99492,                0.72316,                0.42121,                0.70089,                0.22208,                0.77217,             0.00026868,             0.00026868,             0.00026868
                     65,                0.40745,                0.55275,                0.23882,                0.77645,                 0.9991,                0.99954,                  0.995,                 0.9198,                0.99859,                0.99841,                0.99499,                 0.7195,                0.41803,                0.71632,                0.22083,                0.77214,             0.00026161,             0.00026161,             0.00026161
                     66,                0.40732,                0.54814,                0.23847,                0.77668,                0.99929,                0.99941,                  0.995,                0.92095,                0.99832,                0.99809,                0.99496,                0.71998,                0.41655,                0.70553,                0.22026,                0.77198,             0.00025454,             0.00025454,             0.00025454
                     67,                 0.4035,                0.54705,                0.23567,                0.77638,                0.99919,                0.99946,                  0.995,                0.92154,                0.99841,                0.99861,                0.99487,                0.72162,                0.41342,                0.70515,                0.21787,                0.77158,             0.00024747,             0.00024747,             0.00024747
                     68,                0.40446,                 0.5481,                0.23613,                0.77695,                0.99944,                0.99939,                  0.995,                0.92277,                0.99883,                0.99851,                0.99499,                0.72314,                0.41445,                0.71385,                 0.2186,                 0.7718,              0.0002404,              0.0002404,              0.0002404
                     69,                0.40251,                0.54541,                0.23424,                0.77617,                0.99913,                0.99946,                  0.995,                0.92226,                0.99856,                0.99827,                0.99499,                0.72239,                0.41349,                0.70028,                0.21712,                0.77165,             0.00023334,             0.00023334,             0.00023334
                     70,                0.40159,                0.54312,                0.23438,                0.77621,                0.99926,                0.99925,                  0.995,                0.92298,                 0.9982,                0.99786,                0.99477,                0.72464,                0.41045,                0.69949,                0.21701,                0.77147,             0.00022627,             0.00022627,             0.00022627
                     71,                0.40021,                0.54078,                0.23331,                0.77654,                0.99929,                0.99923,                  0.995,                0.92167,                0.99869,                0.99858,                0.99499,                0.72128,                0.41558,                0.71166,                0.21731,                 0.7722,              0.0002192,              0.0002192,              0.0002192
                     72,                0.39874,                  0.542,                0.23165,                0.77686,                0.99942,                0.99954,                  0.995,                 0.9222,                0.99825,                0.99806,                0.99488,                0.72322,                0.41228,                0.70834,                0.21597,                0.77152,             0.00021213,             0.00021213,             0.00021213
                     73,                0.39832,                0.54171,                0.23062,                0.77645,                0.99957,                0.99923,                  0.995,                0.92192,                0.99855,                0.99824,                0.99485,                0.72321,                0.41207,                 0.7119,                0.21509,                0.77158,             0.00020506,             0.00020506,             0.00020506
                     74,                0.39519,                0.54269,                0.22957,                0.77602,                0.99945,                0.99949,                  0.995,                0.92227,                0.99866,                0.99837,                 0.9949,                0.72406,                0.41036,                0.70371,                 0.2153,                0.77135,             0.00019799,             0.00019799,             0.00019799
                     75,                 0.3976,                0.53997,                0.23109,                0.77584,                0.99934,                0.99939,                  0.995,                0.92283,                0.99871,                0.99799,                 0.9949,                0.72497,                0.40815,                0.70606,                0.21421,                0.77125,             0.00019092,             0.00019092,             0.00019092
                     76,                0.39629,                0.54068,                0.22935,                0.77656,                0.99943,                0.99955,                  0.995,                0.92325,                0.99852,                0.99835,                0.99485,                0.72252,                0.41023,                0.70805,                0.21433,                0.77146,             0.00018385,             0.00018385,             0.00018385
                     77,                 0.3942,                0.53367,                0.22822,                0.77501,                0.99955,                0.99946,                  0.995,                0.92246,                0.99883,                0.99858,                0.99499,                0.72438,                0.40883,                0.70252,                 0.2138,                0.77125,             0.00017679,             0.00017679,             0.00017679
                     78,                0.39248,                0.53513,                 0.2275,                0.77634,                0.99941,                 0.9994,                  0.995,                0.92393,                0.99861,                0.99853,                0.99499,                0.72452,                0.40743,                0.69682,                0.21224,                0.77112,             0.00016972,             0.00016972,             0.00016972
                     79,                 0.3913,                0.53214,                0.22616,                0.77549,                0.99936,                0.99941,                  0.995,                0.92273,                0.99877,                0.99871,                0.99499,                0.72354,                0.40923,                0.70088,                0.21285,                0.77137,             0.00016265,             0.00016265,             0.00016265
                     80,                 0.3929,                0.53717,                 0.2263,                0.77607,                0.99919,                0.99954,                  0.995,                0.92309,                0.99824,                0.99826,                 0.9949,                0.72391,                0.40751,                0.70539,                0.21186,                0.77111,             0.00015558,             0.00015558,             0.00015558
                     81,                0.38857,                0.53178,                0.22444,                0.77559,                0.99945,                0.99949,                  0.995,                0.92179,                0.99847,                0.99831,                 0.9949,                0.72292,                 0.4086,                0.71086,                0.21102,                0.77123,             0.00014851,             0.00014851,             0.00014851
                     82,                 0.3899,                0.53156,                0.22434,                0.77567,                0.99945,                0.99936,                  0.995,                 0.9227,                0.99884,                 0.9987,                0.99499,                0.72269,                0.40865,                0.71164,                0.21194,                 0.7714,             0.00014144,             0.00014144,             0.00014144
                     83,                0.38568,                0.53132,                0.22208,                0.77544,                0.99934,                0.99949,                  0.995,                0.92219,                0.99881,                0.99877,                0.99499,                0.72127,                0.41176,                0.71338,                  0.212,                0.77148,             0.00013437,             0.00013437,             0.00013437
                     84,                0.38582,                0.52769,                0.22146,                 0.7759,                0.99941,                0.99951,                  0.995,                0.92376,                0.99856,                0.99861,                0.99499,                 0.7245,                0.40549,                0.70467,                0.21088,                0.77096,             0.00012731,             0.00012731,             0.00012731
                     85,                0.38413,                0.52926,                0.22024,                0.77529,                0.99936,                0.99943,                  0.995,                0.92341,                0.99831,                0.99837,                0.99499,                0.72377,                0.40584,                0.69932,                0.21041,                0.77074,             0.00012024,             0.00012024,             0.00012024
                     86,                0.38179,                0.52684,                0.21929,                0.77516,                0.99936,                0.99944,                  0.995,                0.92417,                0.99854,                0.99858,                0.99499,                0.72646,                 0.4038,                0.69992,                 0.2094,                0.77063,             0.00011317,             0.00011317,             0.00011317
                     87,                0.38462,                0.53057,                0.22013,                0.77582,                0.99937,                0.99947,                  0.995,                0.92353,                0.99835,                0.99836,                0.99491,                0.72362,                 0.4063,                0.70975,                0.20888,                0.77098,              0.0001061,              0.0001061,              0.0001061
                     88,                 0.3813,                0.52694,                0.21832,                 0.7744,                0.99939,                0.99952,                  0.995,                0.92324,                0.99856,                0.99858,                0.99499,                0.72326,                0.40645,                0.70712,                0.20972,                0.77093,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     89,                0.38289,                0.52375,                0.21865,                0.77497,                0.99959,                0.99949,                  0.995,                0.92565,                0.99882,                0.99845,                0.99499,                0.72561,                0.40157,                0.70467,                0.20892,                0.77074,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     90,                0.37218,                0.51999,                0.21396,                0.77241,                0.99913,                0.99961,                  0.995,                0.93493,                0.99795,                 0.9984,                0.99498,                0.73961,                0.36803,                0.63003,                0.20145,                0.76733,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     91,                0.36456,                0.52335,                0.20929,                0.77226,                0.99903,                0.99959,                  0.995,                0.93703,                0.99845,                0.99897,                0.99499,                0.74141,                0.36124,                0.62289,                  0.199,                0.76679,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     92,                0.36211,                0.51705,                0.20806,                0.77206,                0.99912,                0.99959,                  0.995,                0.93754,                0.99813,                0.99856,                0.99499,                0.74008,                0.35915,                0.62328,                0.19878,                0.76664,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     93,                0.35985,                0.51635,                0.20721,                0.77173,                 0.9992,                 0.9995,                  0.995,                 0.9378,                0.99823,                0.99847,                0.99499,                0.74204,                0.35798,                0.61913,                0.19794,                0.76631,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     94,                0.35726,                0.51879,                0.20516,                0.77136,                0.99928,                0.99952,                  0.995,                 0.9374,                0.99849,                0.99878,                0.99499,                  0.741,                0.35796,                0.61741,                0.19687,                0.76634,              5.662e-05,              5.662e-05,              5.662e-05
                     95,                0.35749,                0.51391,                0.20482,                 0.7713,                0.99936,                0.99954,                  0.995,                0.93807,                0.99856,                0.99877,                0.99499,                0.74073,                0.35704,                0.61627,                0.19668,                0.76636,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     96,                0.35561,                 0.5132,                0.20357,                0.77107,                0.99935,                0.99957,                  0.995,                0.93825,                0.99877,                0.99865,                0.99499,                0.74119,                0.35638,                0.61444,                0.19612,                0.76635,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     97,                0.35499,                 0.5111,                0.20273,                0.77108,                0.99935,                0.99957,                  0.995,                0.93842,                0.99874,                0.99865,                0.99499,                0.74217,                0.35658,                0.61466,                0.19591,                0.76641,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     98,                0.35354,                0.50854,                0.20165,                0.77196,                0.99938,                0.99954,                  0.995,                 0.9385,                0.99841,                0.99851,                0.99499,                0.74249,                0.35595,                0.61355,                0.19571,                0.76645,             2.8346e-05,             2.8346e-05,             2.8346e-05
                     99,                0.35204,                0.50938,                0.20062,                0.77135,                0.99936,                0.99954,                  0.995,                 0.9386,                0.99839,                0.99851,                0.99498,                0.74288,                0.35577,                0.61166,                0.19518,                0.76642,             2.1277e-05,             2.1277e-05,             2.1277e-05
